,TEMP,timestamp
1,30.89,1637343683.0
2,30.89,1637343683.25
3,30.89,1637343683.5
4,30.89,1637343683.75
5,30.89,1637343684.0
6,30.89,1637343684.25
7,30.89,1637343684.5
8,30.89,1637343684.75
9,30.87,1637343685.0
10,30.87,1637343685.25
11,30.87,1637343685.5
12,30.87,1637343685.75
13,30.87,1637343686.0
14,30.87,1637343686.25
15,30.87,1637343686.5
16,30.87,1637343686.75
17,30.87,1637343687.0
18,30.87,1637343687.25
19,30.87,1637343687.5
20,30.87,1637343687.75
21,30.87,1637343688.0
22,30.87,1637343688.25
23,30.87,1637343688.5
24,30.87,1637343688.75
25,30.89,1637343689.0
26,30.89,1637343689.25
27,30.89,1637343689.5
28,30.89,1637343689.75
29,30.89,1637343690.0
30,30.89,1637343690.25
31,30.89,1637343690.5
32,30.89,1637343690.75
33,30.87,1637343691.0
34,30.87,1637343691.25
35,30.87,1637343691.5
36,30.87,1637343691.75
37,30.89,1637343692.0
38,30.89,1637343692.25
39,30.89,1637343692.5
40,30.89,1637343692.75
41,30.87,1637343693.0
42,30.87,1637343693.25
43,30.87,1637343693.5
44,30.87,1637343693.75
45,30.89,1637343694.0
46,30.89,1637343694.25
47,30.89,1637343694.5
48,30.89,1637343694.75
49,30.87,1637343695.0
50,30.87,1637343695.25
51,30.87,1637343695.5
52,30.87,1637343695.75
53,30.83,1637343696.0
54,30.83,1637343696.25
55,30.83,1637343696.5
56,30.83,1637343696.75
57,30.85,1637343697.0
58,30.85,1637343697.25
59,30.85,1637343697.5
60,30.85,1637343697.75
61,30.85,1637343698.0
62,30.85,1637343698.25
63,30.85,1637343698.5
64,30.85,1637343698.75
65,30.83,1637343699.0
66,30.83,1637343699.25
67,30.83,1637343699.5
68,30.83,1637343699.75
69,30.85,1637343700.0
70,30.85,1637343700.25
71,30.85,1637343700.5
72,30.85,1637343700.75
73,30.85,1637343701.0
74,30.85,1637343701.25
75,30.85,1637343701.5
76,30.85,1637343701.75
77,30.83,1637343702.0
78,30.83,1637343702.25
79,30.83,1637343702.5
80,30.83,1637343702.75
81,30.87,1637343703.0
82,30.87,1637343703.25
83,30.87,1637343703.5
84,30.87,1637343703.75
85,30.85,1637343704.0
86,30.85,1637343704.25
87,30.85,1637343704.5
88,30.85,1637343704.75
89,30.85,1637343705.0
90,30.85,1637343705.25
91,30.85,1637343705.5
92,30.85,1637343705.75
93,30.85,1637343706.0
94,30.85,1637343706.25
95,30.85,1637343706.5
96,30.85,1637343706.75
97,30.85,1637343707.0
98,30.85,1637343707.25
99,30.85,1637343707.5
100,30.85,1637343707.75
101,30.85,1637343708.0
102,30.85,1637343708.25
103,30.85,1637343708.5
104,30.85,1637343708.75
105,30.81,1637343709.0
106,30.81,1637343709.25
107,30.81,1637343709.5
108,30.81,1637343709.75
109,30.81,1637343710.0
110,30.81,1637343710.25
111,30.81,1637343710.5
112,30.81,1637343710.75
113,30.81,1637343711.0
114,30.81,1637343711.25
115,30.81,1637343711.5
116,30.81,1637343711.75
117,30.83,1637343712.0
118,30.83,1637343712.25
119,30.83,1637343712.5
120,30.83,1637343712.75
121,30.83,1637343713.0
122,30.83,1637343713.25
123,30.83,1637343713.5
124,30.83,1637343713.75
125,30.83,1637343714.0
126,30.83,1637343714.25
127,30.83,1637343714.5
128,30.83,1637343714.75
129,30.81,1637343715.0
130,30.81,1637343715.25
131,30.81,1637343715.5
132,30.81,1637343715.75
133,30.83,1637343716.0
134,30.83,1637343716.25
135,30.83,1637343716.5
136,30.83,1637343716.75
137,30.81,1637343717.0
138,30.81,1637343717.25
139,30.81,1637343717.5
140,30.81,1637343717.75
141,30.83,1637343718.0
142,30.83,1637343718.25
143,30.83,1637343718.5
144,30.83,1637343718.75
145,30.83,1637343719.0
146,30.83,1637343719.25
147,30.83,1637343719.5
148,30.83,1637343719.75
149,30.81,1637343720.0
150,30.81,1637343720.25
151,30.81,1637343720.5
152,30.81,1637343720.75
153,30.83,1637343721.0
154,30.83,1637343721.25
155,30.83,1637343721.5
156,30.83,1637343721.75
157,30.81,1637343722.0
158,30.81,1637343722.25
159,30.81,1637343722.5
160,30.81,1637343722.75
161,30.83,1637343723.0
162,30.83,1637343723.25
163,30.83,1637343723.5
164,30.83,1637343723.75
165,30.81,1637343724.0
166,30.81,1637343724.25
167,30.81,1637343724.5
168,30.81,1637343724.75
169,30.79,1637343725.0
170,30.79,1637343725.25
171,30.79,1637343725.5
172,30.79,1637343725.75
173,30.79,1637343726.0
174,30.79,1637343726.25
175,30.79,1637343726.5
176,30.79,1637343726.75
177,30.81,1637343727.0
178,30.81,1637343727.25
179,30.81,1637343727.5
180,30.81,1637343727.75
181,30.79,1637343728.0
182,30.79,1637343728.25
183,30.79,1637343728.5
184,30.79,1637343728.75
185,30.81,1637343729.0
186,30.81,1637343729.25
187,30.81,1637343729.5
188,30.81,1637343729.75
189,30.77,1637343730.0
190,30.77,1637343730.25
191,30.77,1637343730.5
192,30.77,1637343730.75
193,30.79,1637343731.0
194,30.79,1637343731.25
195,30.79,1637343731.5
196,30.79,1637343731.75
197,30.77,1637343732.0
198,30.77,1637343732.25
