,HR,timestamp
1,52.0,1637343693.0
2,51.5,1637343694.0
3,50.33,1637343695.0
4,50.0,1637343696.0
5,50.0,1637343697.0
6,50.17,1637343698.0
7,50.57,1637343699.0
8,51.0,1637343700.0
9,51.33,1637343701.0
10,51.7,1637343702.0
11,52.27,1637343703.0
12,52.58,1637343704.0
13,59.85,1637343705.0
14,66.07,1637343706.0
15,71.27,1637343707.0
16,75.75,1637343708.0
17,79.65,1637343709.0
18,83.11,1637343710.0
19,86.16,1637343711.0
20,88.95,1637343712.0
21,89.86,1637343713.0
22,90.64,1637343714.0
23,91.35,1637343715.0
24,91.96,1637343716.0
25,92.48,1637343717.0
26,92.96,1637343718.0
27,93.37,1637343719.0
28,93.75,1637343720.0
29,94.1,1637343721.0
30,94.37,1637343722.0
31,94.55,1637343723.0
32,94.78,1637343724.0
33,95.0,1637343725.0
34,95.21,1637343726.0
35,95.4,1637343727.0
36,95.58,1637343728.0
37,95.35,1637343729.0
38,95.55,1637343730.0
39,95.77,1637343731.0
40,95.62,1637343732.0
41,95.54,1637343733.0
42,94.62,1637343734.0
43,93.77,1637343735.0
44,92.95,1637343736.0
45,92.18,1637343737.0
46,91.43,1637343738.0
47,90.72,1637343739.0
48,90.23,1637343740.0
49,89.88,1637343741.0
50,89.4,1637343742.0
51,88.96,1637343743.0
52,88.56,1637343744.0
53,88.15,1637343745.0
54,87.89,1637343746.0
55,87.62,1637343747.0
56,87.3,1637343748.0
57,86.81,1637343749.0
58,86.33,1637343750.0
59,85.85,1637343751.0
60,85.38,1637343752.0
61,85.47,1637343753.0
62,85.57,1637343754.0
63,85.7,1637343755.0
64,85.83,1637343756.0
65,85.95,1637343757.0
66,86.03,1637343758.0
67,86.08,1637343759.0
68,86.15,1637343760.0
69,86.25,1637343761.0
70,86.35,1637343762.0
71,86.42,1637343763.0
72,86.5,1637343764.0
73,85.07,1637343765.0
74,83.62,1637343766.0
75,82.22,1637343767.0
76,80.83,1637343768.0
77,79.47,1637343769.0
78,78.07,1637343770.0
79,76.67,1637343771.0
80,75.25,1637343772.0
81,74.4,1637343773.0
82,73.58,1637343774.0
83,72.78,1637343775.0
84,72.0,1637343776.0
85,71.23,1637343777.0
86,70.47,1637343778.0
87,69.72,1637343779.0
88,68.95,1637343780.0
89,68.18,1637343781.0
90,67.43,1637343782.0
91,66.7,1637343783.0
92,65.93,1637343784.0
93,65.15,1637343785.0
94,64.38,1637343786.0
95,63.6,1637343787.0
96,62.82,1637343788.0
97,62.3,1637343789.0
98,61.52,1637343790.0
99,60.72,1637343791.0
100,60.15,1637343792.0
101,59.55,1637343793.0
102,59.53,1637343794.0
103,59.5,1637343795.0
104,59.45,1637343796.0
105,59.4,1637343797.0
106,59.35,1637343798.0
107,59.3,1637343799.0
108,59.1,1637343800.0
109,58.78,1637343801.0
110,58.6,1637343802.0
111,58.38,1637343803.0
112,58.15,1637343804.0
113,57.93,1637343805.0
114,57.6,1637343806.0
115,57.28,1637343807.0
116,57.0,1637343808.0
117,56.9,1637343809.0
118,56.8,1637343810.0
119,56.73,1637343811.0
120,56.67,1637343812.0
121,56.62,1637343813.0
122,56.58,1637343814.0
123,56.57,1637343815.0
124,56.52,1637343816.0
125,56.47,1637343817.0
126,56.45,1637343818.0
127,56.43,1637343819.0
128,56.38,1637343820.0
129,56.32,1637343821.0
130,56.23,1637343822.0
131,56.13,1637343823.0
132,56.08,1637343824.0
133,56.03,1637343825.0
134,56.02,1637343826.0
135,56.0,1637343827.0
136,55.93,1637343828.0
137,56.12,1637343829.0
138,56.35,1637343830.0
139,56.6,1637343831.0
140,56.8,1637343832.0
141,57.0,1637343833.0
142,57.22,1637343834.0
143,57.43,1637343835.0
144,57.62,1637343836.0
145,57.77,1637343837.0
146,57.95,1637343838.0
147,58.15,1637343839.0
148,58.37,1637343840.0
149,58.57,1637343841.0
150,58.72,1637343842.0
151,58.88,1637343843.0
152,59.05,1637343844.0
153,59.25,1637343845.0
154,59.32,1637343846.0
155,59.4,1637343847.0
156,59.47,1637343848.0
157,59.53,1637343849.0
158,59.6,1637343850.0
159,59.67,1637343851.0
160,59.7,1637343852.0
161,59.73,1637343853.0
162,59.8,1637343854.0
163,59.87,1637343855.0
164,59.95,1637343856.0
165,60.0,1637343857.0
166,60.05,1637343858.0
167,60.22,1637343859.0
168,60.4,1637343860.0
169,60.67,1637343861.0
170,60.93,1637343862.0
171,61.28,1637343863.0
172,61.63,1637343864.0
173,61.98,1637343865.0
174,62.28,1637343866.0
175,62.7,1637343867.0
176,63.12,1637343868.0
177,63.52,1637343869.0
178,63.92,1637343870.0
179,64.3,1637343871.0
180,64.63,1637343872.0
181,65.05,1637343873.0
182,65.48,1637343874.0
183,65.93,1637343875.0
184,66.38,1637343876.0
185,66.9,1637343877.0
186,67.42,1637343878.0
187,68.08,1637343879.0
188,68.75,1637343880.0
189,69.43,1637343881.0
190,70.12,1637343882.0
191,70.78,1637343883.0
192,71.48,1637343884.0
193,72.27,1637343885.0
194,72.98,1637343886.0
195,73.73,1637343887.0
196,73.65,1637343888.0
197,73.33,1637343889.0
198,73.0,1637343890.0
199,72.67,1637343891.0
200,72.42,1637343892.0
201,72.2,1637343893.0
202,71.9,1637343894.0
203,71.58,1637343895.0
204,71.3,1637343896.0
205,71.02,1637343897.0
206,70.67,1637343898.0
207,70.3,1637343899.0
208,69.93,1637343900.0
209,69.65,1637343901.0
210,69.48,1637343902.0
211,69.3,1637343903.0
212,69.22,1637343904.0
213,69.07,1637343905.0
214,69.03,1637343906.0
215,68.98,1637343907.0
216,68.93,1637343908.0
217,68.87,1637343909.0
218,68.77,1637343910.0
219,68.65,1637343911.0
220,68.57,1637343912.0
221,68.47,1637343913.0
222,68.33,1637343914.0
223,68.47,1637343915.0
224,68.67,1637343916.0
225,68.93,1637343917.0
226,69.25,1637343918.0
227,69.65,1637343919.0
228,70.0,1637343920.0
229,70.32,1637343921.0
230,70.58,1637343922.0
231,70.73,1637343923.0
232,70.93,1637343924.0
233,71.12,1637343925.0
234,71.42,1637343926.0
235,71.57,1637343927.0
236,71.77,1637343928.0
237,71.98,1637343929.0
238,72.17,1637343930.0
239,72.53,1637343931.0
240,73.18,1637343932.0
241,73.83,1637343933.0
242,74.47,1637343934.0
243,75.07,1637343935.0
244,75.83,1637343936.0
245,76.58,1637343937.0
246,77.53,1637343938.0
247,78.32,1637343939.0
248,79.12,1637343940.0
249,79.87,1637343941.0
250,80.58,1637343942.0
251,81.3,1637343943.0
252,81.95,1637343944.0
253,82.52,1637343945.0
254,83.12,1637343946.0
255,83.68,1637343947.0
256,85.12,1637343948.0
257,86.53,1637343949.0
258,88.0,1637343950.0
259,89.47,1637343951.0
260,90.85,1637343952.0
261,92.05,1637343953.0
262,93.25,1637343954.0
263,94.42,1637343955.0
264,95.55,1637343956.0
265,96.7,1637343957.0
266,97.87,1637343958.0
267,99.03,1637343959.0
268,100.18,1637343960.0
269,101.27,1637343961.0
270,102.28,1637343962.0
271,102.33,1637343963.0
272,102.28,1637343964.0
273,102.28,1637343965.0
274,102.28,1637343966.0
275,102.3,1637343967.0
276,102.33,1637343968.0
277,102.37,1637343969.0
278,102.43,1637343970.0
279,102.5,1637343971.0
280,102.58,1637343972.0
281,102.67,1637343973.0
282,102.77,1637343974.0
283,102.6,1637343975.0
284,102.37,1637343976.0
285,102.12,1637343977.0
286,101.82,1637343978.0
287,101.32,1637343979.0
288,100.83,1637343980.0
289,100.32,1637343981.0
290,99.82,1637343982.0
291,99.33,1637343983.0
292,98.8,1637343984.0
293,98.27,1637343985.0
294,97.68,1637343986.0
295,97.13,1637343987.0
296,96.58,1637343988.0
297,96.05,1637343989.0
298,95.57,1637343990.0
299,94.9,1637343991.0
300,94.02,1637343992.0
301,93.03,1637343993.0
302,92.03,1637343994.0
303,91.07,1637343995.0
304,89.97,1637343996.0
305,88.8,1637343997.0
306,87.43,1637343998.0
307,86.08,1637343999.0
308,84.72,1637344000.0
309,83.37,1637344001.0
310,82.03,1637344002.0
311,80.7,1637344003.0
312,79.33,1637344004.0
313,77.97,1637344005.0
314,76.62,1637344006.0
315,75.23,1637344007.0
316,73.87,1637344008.0
317,72.5,1637344009.0
318,71.07,1637344010.0
319,69.63,1637344011.0
320,68.27,1637344012.0
321,67.03,1637344013.0
322,65.85,1637344014.0
323,64.7,1637344015.0
324,63.58,1637344016.0
325,62.48,1637344017.0
326,61.4,1637344018.0
327,60.3,1637344019.0
328,59.22,1637344020.0
329,58.13,1637344021.0
330,57.07,1637344022.0
331,57.0,1637344023.0
332,56.97,1637344024.0
333,57.22,1637344025.0
334,57.5,1637344026.0
335,57.7,1637344027.0
336,57.8,1637344028.0
337,57.92,1637344029.0
338,58.0,1637344030.0
339,58.1,1637344031.0
340,58.17,1637344032.0
341,58.33,1637344033.0
342,58.37,1637344034.0
343,58.4,1637344035.0
344,58.38,1637344036.0
345,58.33,1637344037.0
346,58.27,1637344038.0
347,58.18,1637344039.0
348,58.12,1637344040.0
349,58.03,1637344041.0
350,57.97,1637344042.0
351,57.93,1637344043.0
352,57.9,1637344044.0
353,57.87,1637344045.0
354,57.82,1637344046.0
355,57.77,1637344047.0
356,57.67,1637344048.0
357,57.57,1637344049.0
358,57.45,1637344050.0
359,57.35,1637344051.0
360,57.23,1637344052.0
361,57.13,1637344053.0
362,57.03,1637344054.0
363,56.93,1637344055.0
364,57.47,1637344056.0
365,57.97,1637344057.0
366,58.7,1637344058.0
367,59.45,1637344059.0
368,60.17,1637344060.0
369,60.87,1637344061.0
370,61.58,1637344062.0
371,62.3,1637344063.0
372,63.0,1637344064.0
373,63.7,1637344065.0
374,64.42,1637344066.0
375,65.17,1637344067.0
376,65.87,1637344068.0
377,66.57,1637344069.0
378,67.28,1637344070.0
379,67.93,1637344071.0
380,68.63,1637344072.0
381,69.37,1637344073.0
382,70.03,1637344074.0
383,70.03,1637344075.0
384,70.05,1637344076.0
385,70.07,1637344077.0
386,70.1,1637344078.0
387,70.15,1637344079.0
388,70.22,1637344080.0
389,70.27,1637344081.0
390,70.33,1637344082.0
391,70.4,1637344083.0
392,70.43,1637344084.0
393,70.2,1637344085.0
394,69.93,1637344086.0
395,69.75,1637344087.0
396,69.68,1637344088.0
397,69.58,1637344089.0
398,69.53,1637344090.0
399,69.45,1637344091.0
400,69.4,1637344092.0
401,69.25,1637344093.0
402,69.2,1637344094.0
403,69.13,1637344095.0
404,69.12,1637344096.0
405,69.12,1637344097.0
406,69.12,1637344098.0
407,69.15,1637344099.0
408,69.18,1637344100.0
409,69.23,1637344101.0
410,69.28,1637344102.0
411,69.33,1637344103.0
412,69.42,1637344104.0
413,69.52,1637344105.0
414,69.65,1637344106.0
