,EDA,timestamp
1,0.0,1637343683.0
2,0.234484,1637343683.25
3,0.308801,1637343683.5
4,0.313926,1637343683.75
5,0.313926,1637343684.0
6,0.312645,1637343684.25
7,0.313926,1637343684.5
8,0.31777,1637343684.75
9,0.315207,1637343685.0
10,0.313926,1637343685.25
11,0.315207,1637343685.5
12,0.31777,1637343685.75
13,0.319051,1637343686.0
14,0.313926,1637343686.25
15,0.315207,1637343686.5
16,0.319051,1637343686.75
17,0.31777,1637343687.0
18,0.312645,1637343687.25
19,0.31777,1637343687.5
20,0.31777,1637343687.75
21,0.319051,1637343688.0
22,0.315207,1637343688.25
23,0.315207,1637343688.5
24,0.320333,1637343688.75
25,0.320333,1637343689.0
26,0.320333,1637343689.25
27,0.316489,1637343689.5
28,0.316489,1637343689.75
29,0.319051,1637343690.0
30,0.320333,1637343690.25
31,0.316489,1637343690.5
32,0.319051,1637343690.75
33,0.319051,1637343691.0
34,0.319051,1637343691.25
35,0.319051,1637343691.5
36,0.316489,1637343691.75
37,0.320333,1637343692.0
38,0.319051,1637343692.25
39,0.319051,1637343692.5
40,0.31777,1637343692.75
41,0.31777,1637343693.0
42,0.321614,1637343693.25
43,0.321614,1637343693.5
44,0.316489,1637343693.75
45,0.31777,1637343694.0
46,0.320333,1637343694.25
47,0.320333,1637343694.5
48,0.320333,1637343694.75
49,0.31777,1637343695.0
50,0.31777,1637343695.25
51,0.320333,1637343695.5
52,0.321614,1637343695.75
53,0.319051,1637343696.0
54,0.31777,1637343696.25
55,0.320333,1637343696.5
56,0.321614,1637343696.75
57,0.322895,1637343697.0
58,0.31777,1637343697.25
59,0.31777,1637343697.5
60,0.321614,1637343697.75
61,0.322895,1637343698.0
62,0.319051,1637343698.25
63,0.319051,1637343698.5
64,0.319051,1637343698.75
65,0.320333,1637343699.0
66,0.322895,1637343699.25
67,0.31777,1637343699.5
68,0.319051,1637343699.75
69,0.324177,1637343700.0
70,0.322895,1637343700.25
71,0.322895,1637343700.5
72,0.319051,1637343700.75
73,0.316489,1637343701.0
74,0.321614,1637343701.25
75,0.310082,1637343701.5
76,0.295987,1637343701.75
77,0.292143,1637343702.0
78,0.295987,1637343702.25
79,0.304957,1637343702.5
80,0.312645,1637343702.75
81,0.316489,1637343703.0
82,0.311363,1637343703.25
83,0.302394,1637343703.5
84,0.299831,1637343703.75
85,0.29855,1637343704.0
86,0.295987,1637343704.25
87,0.301113,1637343704.5
88,0.301113,1637343704.75
89,0.299831,1637343705.0
90,0.295987,1637343705.25
91,0.297269,1637343705.5
92,0.307519,1637343705.75
93,0.301113,1637343706.0
94,0.295987,1637343706.25
95,0.293425,1637343706.5
96,0.29855,1637343706.75
97,0.299831,1637343707.0
98,0.29855,1637343707.25
99,0.294706,1637343707.5
100,0.295987,1637343707.75
101,0.297269,1637343708.0
102,0.29855,1637343708.25
103,0.297269,1637343708.5
104,0.295987,1637343708.75
105,0.295987,1637343709.0
106,0.295987,1637343709.25
107,0.302394,1637343709.5
108,0.297269,1637343709.75
109,0.29855,1637343710.0
110,0.29855,1637343710.25
111,0.299831,1637343710.5
112,0.299831,1637343710.75
