,BVP,timestamp
1,-0.0,1637343683.0
2,-0.0,1637343683.015625
3,-0.0,1637343683.03125
4,-0.0,1637343683.046875
5,-0.0,1637343683.0625
6,-0.0,1637343683.078125
7,-0.0,1637343683.09375
8,-0.0,1637343683.109375
9,-0.0,1637343683.125
10,-0.0,1637343683.140625
11,0.0,1637343683.15625
12,0.01,1637343683.171875
13,0.01,1637343683.1875
14,-0.0,1637343683.203125
15,-0.03,1637343683.21875
16,-0.05,1637343683.234375
17,-0.05,1637343683.25
18,0.0,1637343683.265625
19,0.13,1637343683.28125
20,0.36,1637343683.296875
21,0.66,1637343683.3125
22,1.01,1637343683.328125
23,1.37,1637343683.34375
24,1.72,1637343683.359375
25,2.06,1637343683.375
26,2.4,1637343683.390625
27,2.79,1637343683.40625
28,3.24,1637343683.421875
29,3.8,1637343683.4375
30,4.42,1637343683.453125
31,5.06,1637343683.46875
32,5.66,1637343683.484375
33,6.2,1637343683.5
34,6.68,1637343683.515625
35,7.15,1637343683.53125
36,7.68,1637343683.546875
37,8.31,1637343683.5625
38,9.14,1637343683.578125
39,10.09,1637343683.59375
40,11.04,1637343683.609375
41,11.88,1637343683.625
42,12.56,1637343683.640625
43,13.14,1637343683.65625
44,13.76,1637343683.671875
45,14.65,1637343683.6875
46,15.96,1637343683.703125
47,17.91,1637343683.71875
48,20.32,1637343683.734375
49,22.9,1637343683.75
50,25.38,1637343683.765625
51,27.58,1637343683.78125
52,29.57,1637343683.796875
53,31.68,1637343683.8125
54,34.32,1637343683.828125
55,37.81,1637343683.84375
56,42.54,1637343683.859375
57,48.15,1637343683.875
58,54.1,1637343683.890625
59,59.83,1637343683.90625
60,64.97,1637343683.921875
61,69.58,1637343683.9375
62,74.14,1637343683.953125
63,79.34,1637343683.96875
64,85.71,1637343683.984375
65,93.76,1637343684.0
66,103.0,1637343684.015625
67,112.62,1637343684.03125
68,121.73,1637343684.046875
69,129.77,1637343684.0625
70,136.75,1637343684.078125
71,143.3,1637343684.09375
72,150.75,1637343684.109375
73,157.77,1637343684.125
74,166.64,1637343684.140625
75,177.95,1637343684.15625
76,191.79,1637343684.171875
77,206.97,1637343684.1875
78,220.57,1637343684.203125
79,228.25,1637343684.21875
80,225.36,1637343684.234375
81,208.53,1637343684.25
82,176.87,1637343684.265625
83,132.76,1637343684.28125
84,80.05,1637343684.296875
85,23.07,1637343684.3125
86,-34.94,1637343684.328125
87,-92.44,1637343684.34375
88,-149.16,1637343684.359375
89,-205.23,1637343684.375
90,-260.37,1637343684.390625
91,-313.74,1637343684.40625
92,-363.88,1637343684.421875
93,-409.84,1637343684.4375
94,-450.91,1637343684.453125
95,-486.5,1637343684.46875
96,-515.74,1637343684.484375
97,-537.22,1637343684.5
98,-549.2,1637343684.515625
99,-549.93,1637343684.53125
100,-538.32,1637343684.546875
101,-514.13,1637343684.5625
102,-478.57,1637343684.578125
103,-433.74,1637343684.59375
104,-382.27,1637343684.609375
105,-326.79,1637343684.625
106,-269.56,1637343684.640625
107,-212.3,1637343684.65625
108,-156.26,1637343684.671875
109,-102.49,1637343684.6875
110,-51.85,1637343684.703125
111,-5.32,1637343684.71875
112,36.24,1637343684.734375
113,72.15,1637343684.75
114,102.15,1637343684.765625
115,126.38,1637343684.78125
116,145.34,1637343684.796875
117,159.74,1637343684.8125
118,170.29,1637343684.828125
119,177.62,1637343684.84375
120,182.11,1637343684.859375
121,184.06,1637343684.875
122,183.69,1637343684.890625
123,181.28,1637343684.90625
124,177.18,1637343684.921875
125,171.79,1637343684.9375
126,165.53,1637343684.953125
127,158.74,1637343684.96875
128,151.67,1637343684.984375
129,144.46,1637343685.0
130,137.18,1637343685.015625
131,129.87,1637343685.03125
132,122.59,1637343685.046875
133,115.38,1637343685.0625
134,108.34,1637343685.078125
135,101.51,1637343685.09375
136,94.97,1637343685.109375
137,88.74,1637343685.125
138,82.84,1637343685.140625
139,77.28,1637343685.15625
140,72.06,1637343685.171875
141,67.2,1637343685.1875
142,62.71,1637343685.203125
143,58.6,1637343685.21875
144,54.87,1637343685.234375
145,51.52,1637343685.25
146,48.55,1637343685.265625
147,45.93,1637343685.28125
148,43.66,1637343685.296875
149,41.75,1637343685.3125
150,40.2,1637343685.328125
151,39.02,1637343685.34375
152,38.18,1637343685.359375
153,37.69,1637343685.375
154,37.5,1637343685.390625
155,37.57,1637343685.40625
156,37.82,1637343685.421875
157,38.11,1637343685.4375
158,38.32,1637343685.453125
159,38.27,1637343685.46875
160,37.79,1637343685.484375
161,36.69,1637343685.5
162,34.86,1637343685.515625
163,32.19,1637343685.53125
164,28.65,1637343685.546875
165,24.3,1637343685.5625
166,19.2,1637343685.578125
167,13.53,1637343685.59375
168,7.51,1637343685.609375
169,1.4,1637343685.625
170,-4.54,1637343685.640625
171,-10.04,1637343685.65625
172,-14.9,1637343685.671875
173,-18.93,1637343685.6875
174,-22.04,1637343685.703125
175,-24.18,1637343685.71875
176,-25.37,1637343685.734375
177,-25.68,1637343685.75
178,-25.23,1637343685.765625
179,-24.15,1637343685.78125
180,-22.6,1637343685.796875
181,-20.69,1637343685.8125
