timestamp_start,timestamp_end,name,artist,uri,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
1637349684.3449054,1637349699.622017,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",Jack Harlow,spotify:track:0ZLuW8uOXdFNWcI40C0OC2,deep r and b,0.904,0.723,11,-5.224,0,0.26,0.0631,0,0.185,0.835,145.013,4
1637349715.189572,1637349730.4636111,Psychedelic Liberation - Audiotec & Faders Remix,Killerwatts,spotify:track:2gwZkmgjYtUSqueizPZ9zx,forest psy,0.591,0.955,6,-6.761,0,0.0399,4.66e-05,0.726,0.179,0.0366,141.987,4
1637349745.8279,1637349760.9783163,Through The Fire And Flames,DragonForce,spotify:track:2eB7JqIY4hTTSz31h6bjwR,metal,0.153,0.953,0,-4.74,0,0.122,0.00152,0.0062,0.366,0.14,199.892,4
1637349776.3154233,1637349791.4742558,Why Do U Say You Love Me?,Arly Lariviere,spotify:track:4A3oteJOB8WbnWNiRB6yKy,kompa,0.524,0.792,2,-5.565,1,0.0639,0.281,0,0.209,0.65,87.812,4
1637349806.7990837,1637349821.9408617,Broche de Oro - En Vivo,Dale Q' Va,spotify:track:6xksR0XMXs7fI6aYtlsZYg,cuarteto,0.621,0.829,6,-5.489,1,0.0403,0.181,0,0.762,0.805,149.998,4
1637349837.2694857,1637349852.459101,Uni Papepap Melod (Remix),Nanda Lia,spotify:track:6SuoiZq2EFbxLq0W9ByKVf,dangdut remix,0.854,0.812,11,-5.03,0,0.0465,0.138,0.106,0.0848,0.852,119.99,4
1637349867.7979717,1637349883.0043502,Club Rocker - Play & Win Radio Version,INNA,spotify:track:4HXIL5ruomRu4ZGdTYHhpB,romanian rock,0.82,0.879,11,-4.037,1,0.127,0.039,0.00112,0.131,0.774,127.999,4
1637349898.5953717,1637349913.8025584,Amen. Yegheetsee- Apcar,NAREK Bell Choir of St. Mary,spotify:track:0NITkOG2E0YjMHJDaK6vfG,handbells,0.242,0.286,7,-13.082,1,0.0397,0.974,0.149,0.368,0.114,147.994,4
1637349929.208413,1637349944.3502982,"You Don't Remember, I'll Never Forget",Yngwie Malmsteen,spotify:track:2O6g3yvCX7vdcj6yKfdYl1,shred,0.461,0.785,8,-12.12,0,0.0567,0.000957,0.648,0.612,0.424,107.01,4
1637349959.641851,1637349974.780867,Why Is the Courtesy of the Prey Always Confused with the Courtesy of the Hunters... Pt. I,Merzbow,spotify:track:3NfjJfCVvXw3BpwQERIoxN,japanoise,0.285,0.932,9,-8.431,0,0.111,0.0961,0.889,0.428,0.124,153.277,4
1637349990.09957,1637350005.304559,The Rifles of the I.R.A,Gary Óg,spotify:track:79msQKgRRuSha5kB0QYJEo,irish rebel song,0.602,0.365,7,-13.895,1,0.0334,0.724,4.02e-06,0.254,0.864,111.862,4
1637350020.5414457,1637350035.6837819,Charlie’s Blues - Alternate,Vince Guaraldi,spotify:track:21xOrzwQ44o7q01KZBEKGJ,piano blues,0.748,0.141,7,-18.385,0,0.0516,0.98,0.946,0.0964,0.913,109.781,4
1637350050.921424,1637350066.06431,Ja jos spavam,Ceca,spotify:track:3eUT90h5I4rKUotFWwJuWP,bulgarian folk,0.786,0.927,7,-1.504,1,0.034,0.515,1.11e-06,0.301,0.97,103.15,4
1637350081.3235092,1637350096.5247197,"Assassins Creed (feat. Tech N9ne, Token & PASSIONATE MC)",Forever M.C.,spotify:track:0AJ1BqpvlWhEfjEF8CZlFu,hi tech,0.517,0.877,2,-4.716,1,0.412,0.236,0,0.0538,0.268,160.078,4
1637350111.8428097,1637350126.9831095,Utah Cowboy (Ballad Of H. Griffiths),Alan Kelly,spotify:track:4xp1GClRSYSjshcF4RLjWE,irish ballad,0.588,0.325,3,-16.618,1,0.0351,0.755,0,0.25,0.642,135.919,4
