timestamp_start,timestamp_end,name,artist,uri,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
1637708035.7473745,1637708050.9503489,Oncle André,Cantu di Cirnu,spotify:track:4HioEm0WCU8pAplTEVNBjY,corsican folk,0.522,0.545,5,-9.068,1,0.0805,0.974,0.0823,0.649,0.736,128.391,4
1637708066.361133,1637708081.5021424,Aht Uh Mi Hed,Shuggie Otis,spotify:track:6eOiJuoyzAQeY0JHf5ZBWX,afrobeat,0.822,0.618,6,-8.14,0,0.0287,0.364,0.147,0.101,0.816,102.602,4
1637708096.7660441,1637708111.9316795,Imbalance of the Cosmos,Klavium,spotify:track:3AQybDGiNRCdgkyf2KMPi2,caribbean metal,0.314,0.929,1,-7.88,1,0.0516,4.4e-05,0.000953,0.277,0.505,114.349,4
1637708127.2248964,1637708142.3779433,"Pau em uma Pau em Outra (feat. Palok no Beat, MC Metal & Mc Vuiziki)",Barca Na Batida,spotify:track:6DajjgGdACYqoPTy4pjkMQ,funk metal,0.692,0.738,0,-6.103,1,0.168,0.0741,0.0076,0.132,0.82,170.113,4
1637708157.6914191,1637708172.9073465,Já Te Esqueci - Live,Leo Santana,spotify:track:0AZiJEmzG6v4E5b82Q73Qx,axe,0.71,0.838,6,-3.774,0,0.0486,0.609,0,0.0822,0.965,161.969,4
1637708188.1464732,1637708203.357942,Moon And Sand,Gil Evans,spotify:track:0qZF66paTfzKODcN93o3xH,free jazz,0.657,0.256,7,-22.018,0,0.0473,0.949,0.918,0.107,0.684,125.744,4
1637708218.6820123,1637708233.9031286,I Wanna Rock,Twisted Sister,spotify:track:70Z9t1qhytWtG4cCmmi7mU,glam rock,0.504,0.911,2,-2.97,1,0.0738,0.00512,0.0123,0.355,0.671,106.244,4
1637708249.3463461,1637708264.4898322,El Omr Fat,Raad And Methaq,spotify:track:22hxA7UXkb5Zajyk1WKxts,khaliji,0.558,0.689,0,-7.367,0,0.0646,0.403,0.000686,0.082,0.624,99.595,4
1637708279.8701146,1637708295.0362587,Come Over (feat. Popcaan),Jorja Smith,spotify:track:58mtgcQVZ56NgWHKsN94nD,uk pop,0.702,0.652,10,-5.587,0,0.318,0.0608,2.21e-06,0.277,0.524,178.011,4
1637708310.2817342,1637708325.4424627,Jag Är Inte Bitter,The Good The Bad and The Zugly,spotify:track:2ZPmZRBn5f6ufk1Z6NnJ4Z,norwegian hardcore,0.392,0.741,5,-5.932,1,0.0444,0.000843,0.00956,0.623,0.334,135.054,4
1637708340.75198,1637708355.9528606,Fall Asleep,Big Joanie,spotify:track:0PZQWlZ4A8CSD1f9P9xoTx,queercore,0.559,0.974,9,-3.62,1,0.109,0.0458,2.47e-05,0.205,0.605,137.021,4
1637708371.1783164,1637708386.3944616,Como una Estrella,Víctor Manuelle,spotify:track:0C09HZicGLpFZei3u2nt8k,modern salsa,0.491,0.919,2,-4.224,0,0.0503,0.125,2.2e-05,0.0897,0.894,89.891,4
1637708403.0744696,1637708418.324163,Unforgettable,101 Strings Orchestra,spotify:track:551wRwpwsG5gaLWG5UxLG3,easy listening,0.219,0.254,10,-11.835,1,0.0306,0.895,0.809,0.145,0.0976,88.431,4
1637708433.7033894,1637708448.930672,O Holy Night - A Cappella,Eagles Of Death Metal,spotify:track:2MQZ8cktRhh2OfElT8Z2xt,a cappella,0.293,0.279,0,-9.661,1,0.0326,0.981,0,0.347,0.25,130.034,3
1637708464.318604,1637708479.5612302,Justiça Injusta,Gritando Hardcore,spotify:track:2YNLp1PtIZ7hZ8mZyjrjlM,brazilian hardcore,0.399,0.985,0,-4.361,1,0.0938,0.00299,0,0.347,0.209,111.564,4
1637708494.9196618,1637708510.0878723,Be Positive in New Year,Chinese Relaxation and Meditation,spotify:track:0xP6bGfJbZ5XTO7k1htlzo,chinese new year,0.395,0.207,0,-21.423,1,0.0381,0.985,0.981,0.104,0.346,108.148,3
1637708525.3269277,1637708540.5497909,She Moves In Her Own Way,The Kooks,spotify:track:1BuCy88dqYu5zd4GCNuHh8,brighton indie,0.465,0.811,7,-5.392,1,0.0619,0.273,0,0.0968,0.811,76.776,4
1637708555.925743,1637708571.0744934,"I'll Fly Away - From “O Brother, Where Art Thou” Soundtrack",Gillian Welch,spotify:track:4Bx3FZTD9LkJuKed8YzaNK,roots americana,0.688,0.26,2,-13.686,1,0.0349,0.984,0.0231,0.112,0.444,102.937,4
1637708586.8098648,1637708602.017322,Time Of Punk - Coming Soon Remix,Symphonix,spotify:track:4BnbikiTI0h456nhFd37Dz,psychedelic punk,0.803,0.698,9,-7.222,1,0.0578,0.0596,0.893,0.847,0.188,138.01,4
1637708617.4375012,1637708632.7041774,Das ist unser Gott - Live,Ecclesia Worship,spotify:track:1ShqHSRdEL6HEz85chebxz,german worship,0.502,0.912,7,-6.105,1,0.0337,0.00159,1.84e-05,0.371,0.402,106.982,4
1637708648.2279973,1637708663.4415421,Other Language,Deafheaven,spotify:track:1S37C41B9BmObecWMqlnUr,blackgaze,0.388,0.811,2,-6.146,0,0.0371,0.00127,0.866,0.0723,0.107,129.2,4
