,BVP,timestamp
1,-0.0,1638869478.0
2,-0.0,1638869478.015625
3,-0.0,1638869478.03125
4,-0.0,1638869478.046875
5,-0.0,1638869478.0625
6,-0.0,1638869478.078125
7,-0.0,1638869478.09375
8,-0.0,1638869478.109375
9,-0.0,1638869478.125
10,-0.0,1638869478.140625
11,0.0,1638869478.15625
12,0.01,1638869478.171875
13,0.01,1638869478.1875
14,-0.0,1638869478.203125
15,-0.03,1638869478.21875
16,-0.05,1638869478.234375
17,-0.05,1638869478.25
18,0.0,1638869478.265625
19,0.13,1638869478.28125
20,0.36,1638869478.296875
21,0.66,1638869478.3125
22,1.01,1638869478.328125
23,1.37,1638869478.34375
24,1.72,1638869478.359375
25,2.06,1638869478.375
26,2.4,1638869478.390625
27,2.79,1638869478.40625
28,3.24,1638869478.421875
29,3.8,1638869478.4375
30,4.42,1638869478.453125
31,5.06,1638869478.46875
32,5.66,1638869478.484375
33,6.2,1638869478.5
34,6.68,1638869478.515625
35,7.15,1638869478.53125
36,7.68,1638869478.546875
37,8.31,1638869478.5625
38,9.14,1638869478.578125
39,10.09,1638869478.59375
40,11.04,1638869478.609375
41,11.88,1638869478.625
42,12.56,1638869478.640625
43,13.14,1638869478.65625
44,13.76,1638869478.671875
45,14.65,1638869478.6875
46,15.96,1638869478.703125
47,17.91,1638869478.71875
48,20.32,1638869478.734375
49,22.9,1638869478.75
50,25.38,1638869478.765625
51,27.58,1638869478.78125
52,29.57,1638869478.796875
53,31.68,1638869478.8125
54,34.32,1638869478.828125
55,37.81,1638869478.84375
56,42.54,1638869478.859375
57,48.15,1638869478.875
58,54.1,1638869478.890625
59,59.83,1638869478.90625
60,64.97,1638869478.921875
61,69.58,1638869478.9375
62,74.14,1638869478.953125
63,79.34,1638869478.96875
64,85.71,1638869478.984375
65,93.76,1638869479.0
66,103.0,1638869479.015625
67,112.62,1638869479.03125
68,121.73,1638869479.046875
69,129.77,1638869479.0625
70,136.75,1638869479.078125
71,143.3,1638869479.09375
72,150.75,1638869479.109375
73,157.77,1638869479.125
74,166.64,1638869479.140625
75,177.95,1638869479.15625
76,191.79,1638869479.171875
77,206.97,1638869479.1875
78,220.57,1638869479.203125
79,228.25,1638869479.21875
80,225.36,1638869479.234375
81,208.53,1638869479.25
82,176.87,1638869479.265625
83,132.76,1638869479.28125
84,80.05,1638869479.296875
85,23.07,1638869479.3125
86,-34.94,1638869479.328125
87,-92.44,1638869479.34375
88,-149.16,1638869479.359375
89,-205.23,1638869479.375
90,-260.37,1638869479.390625
91,-313.74,1638869479.40625
92,-363.87,1638869479.421875
93,-409.83,1638869479.4375
94,-450.91,1638869479.453125
95,-486.5,1638869479.46875
96,-515.74,1638869479.484375
97,-537.23,1638869479.5
98,-549.22,1638869479.515625
99,-549.96,1638869479.53125
100,-538.37,1638869479.546875
101,-514.21,1638869479.5625
102,-478.67,1638869479.578125
103,-433.88,1638869479.59375
104,-382.45,1638869479.609375
105,-327.02,1638869479.625
106,-269.84,1638869479.640625
107,-212.63,1638869479.65625
108,-156.66,1638869479.671875
109,-102.94,1638869479.6875
110,-52.35,1638869479.703125
111,-5.87,1638869479.71875
112,35.63,1638869479.734375
113,71.5,1638869479.75
114,101.46,1638869479.765625
115,125.64,1638869479.78125
116,144.56,1638869479.796875
117,158.92,1638869479.8125
118,169.43,1638869479.828125
119,176.7,1638869479.84375
120,181.14,1638869479.859375
121,183.02,1638869479.875
122,182.58,1638869479.890625
123,180.08,1638869479.90625
124,175.87,1638869479.921875
125,170.35,1638869479.9375
126,163.94,1638869479.953125
127,156.98,1638869479.96875
128,149.72,1638869479.984375
129,142.3,1638869480.0
130,134.78,1638869480.015625
131,127.21,1638869480.03125
132,119.63,1638869480.046875
133,112.1,1638869480.0625
134,104.7,1638869480.078125
135,97.5,1638869480.09375
136,90.55,1638869480.109375
137,83.88,1638869480.125
138,77.5,1638869480.140625
139,71.44,1638869480.15625
140,65.7,1638869480.171875
141,60.28,1638869480.1875
142,55.2,1638869480.203125
143,50.48,1638869480.21875
144,46.11,1638869480.234375
145,42.09,1638869480.25
146,38.42,1638869480.265625
147,35.09,1638869480.28125
148,32.1,1638869480.296875
149,29.43,1638869480.3125
150,27.09,1638869480.328125
151,25.08,1638869480.34375
152,23.38,1638869480.359375
153,21.99,1638869480.375
154,20.9,1638869480.390625
155,20.11,1638869480.40625
156,19.6,1638869480.421875
157,19.35,1638869480.4375
158,19.34,1638869480.453125
159,19.56,1638869480.46875
160,19.99,1638869480.484375
161,20.62,1638869480.5
162,21.44,1638869480.515625
163,22.44,1638869480.53125
164,23.6,1638869480.546875
165,24.91,1638869480.5625
166,26.33,1638869480.578125
167,27.8,1638869480.59375
168,29.24,1638869480.609375
169,30.54,1638869480.625
170,31.55,1638869480.640625
171,32.13,1638869480.65625
172,32.13,1638869480.671875
173,31.39,1638869480.6875
174,29.82,1638869480.703125
175,27.36,1638869480.71875
176,24.02,1638869480.734375
177,19.88,1638869480.75
178,15.04,1638869480.765625
179,9.71,1638869480.78125
180,4.13,1638869480.796875
181,-1.44,1638869480.8125
182,-6.74,1638869480.828125
183,-11.55,1638869480.84375
184,-15.67,1638869480.859375
185,-18.97,1638869480.875
186,-21.4,1638869480.890625
187,-22.95,1638869480.90625
188,-23.65,1638869480.921875
189,-23.61,1638869480.9375
190,-22.95,1638869480.953125
191,-21.8,1638869480.96875
192,-20.29,1638869480.984375
193,-18.52,1638869481.0
194,-16.58,1638869481.015625
195,-14.51,1638869481.03125
196,-12.37,1638869481.046875
197,-10.15,1638869481.0625
198,-7.89,1638869481.078125
199,-5.59,1638869481.09375
200,-3.27,1638869481.109375
201,-0.92,1638869481.125
202,1.46,1638869481.140625
203,3.89,1638869481.15625
204,6.37,1638869481.171875
205,8.93,1638869481.1875
206,11.61,1638869481.203125
207,14.36,1638869481.21875
208,17.16,1638869481.234375
209,20.0,1638869481.25
210,22.89,1638869481.265625
211,25.85,1638869481.28125
212,28.9,1638869481.296875
213,32.08,1638869481.3125
214,35.47,1638869481.328125
215,39.14,1638869481.34375
216,43.0,1638869481.359375
217,47.0,1638869481.375
218,51.14,1638869481.390625
219,55.42,1638869481.40625
220,59.85,1638869481.421875
221,64.47,1638869481.4375
222,69.31,1638869481.453125
223,74.47,1638869481.46875
224,80.04,1638869481.484375
225,85.84,1638869481.5
226,91.77,1638869481.515625
227,97.76,1638869481.53125
228,103.78,1638869481.546875
229,109.8,1638869481.5625
230,115.82,1638869481.578125
231,121.86,1638869481.59375
232,127.95,1638869481.609375
233,134.18,1638869481.625
234,140.24,1638869481.640625
235,145.89,1638869481.65625
236,150.92,1638869481.671875
237,155.08,1638869481.6875
238,158.09,1638869481.703125
239,159.53,1638869481.71875
240,158.84,1638869481.734375
241,155.17,1638869481.75
242,150.14,1638869481.765625
243,144.32,1638869481.78125
244,138.02,1638869481.796875
245,131.49,1638869481.8125
246,124.87,1638869481.828125
247,118.25,1638869481.84375
248,111.74,1638869481.859375
249,105.42,1638869481.875
250,99.4,1638869481.890625
251,93.82,1638869481.90625
252,88.47,1638869481.921875
253,83.2,1638869481.9375
254,77.93,1638869481.953125
255,72.61,1638869481.96875
256,67.22,1638869481.984375
257,61.79,1638869482.0
258,56.37,1638869482.015625
259,51.09,1638869482.03125
260,46.15,1638869482.046875
261,41.43,1638869482.0625
262,36.88,1638869482.078125
263,32.49,1638869482.09375
264,28.21,1638869482.109375
265,24.03,1638869482.125
266,19.93,1638869482.140625
267,15.99,1638869482.15625
268,12.29,1638869482.171875
269,8.99,1638869482.1875
270,6.03,1638869482.203125
271,3.38,1638869482.21875
272,0.96,1638869482.234375
273,-1.33,1638869482.25
274,-3.62,1638869482.265625
275,-5.99,1638869482.28125
276,-8.44,1638869482.296875
277,-10.88,1638869482.3125
278,-13.13,1638869482.328125
279,-15.13,1638869482.34375
280,-16.88,1638869482.359375
281,-18.52,1638869482.375
282,-20.27,1638869482.390625
283,-22.4,1638869482.40625
284,-25.11,1638869482.421875
285,-28.37,1638869482.4375
286,-31.97,1638869482.453125
287,-35.58,1638869482.46875
288,-38.92,1638869482.484375
289,-41.89,1638869482.5
290,-44.73,1638869482.515625
291,-47.91,1638869482.53125
292,-51.96,1638869482.546875
293,-57.23,1638869482.5625
294,-63.73,1638869482.578125
295,-71.01,1638869482.59375
296,-78.39,1638869482.609375
297,-85.27,1638869482.625
298,-91.4,1638869482.640625
299,-97.11,1638869482.65625
300,-103.23,1638869482.671875
301,-110.69,1638869482.6875
302,-120.15,1638869482.703125
303,-131.67,1638869482.71875
304,-144.61,1638869482.734375
305,-157.99,1638869482.75
306,-170.85,1638869482.765625
307,-182.75,1638869482.78125
308,-193.91,1638869482.796875
309,-205.19,1638869482.8125
310,-217.74,1638869482.828125
311,-232.8,1638869482.84375
312,-251.44,1638869482.859375
313,-274.09,1638869482.875
314,-300.1,1638869482.890625
315,-327.31,1638869482.90625
316,-352.07,1638869482.921875
317,-370.0,1638869482.9375
318,-377.31,1638869482.953125
319,-372.26,1638869482.96875
320,-355.85,1638869482.984375
321,-331.51,1638869483.0
322,-303.73,1638869483.015625
323,-276.3,1638869483.03125
324,-251.14,1638869483.046875
325,-228.03,1638869483.0625
326,-205.5,1638869483.078125
327,-182.12,1638869483.09375
328,-157.42,1638869483.109375
329,-132.27,1638869483.125
330,-108.44,1638869483.140625
331,-87.78,1638869483.15625
332,-71.56,1638869483.171875
333,-60.13,1638869483.1875
