,EDA,timestamp
1,0.0,1637350291.0
2,0.228077,1637350291.25
3,0.294706,1637350291.5
4,0.302394,1637350291.75
5,0.304957,1637350292.0
6,0.302394,1637350292.25
7,0.302394,1637350292.5
8,0.303675,1637350292.75
9,0.307519,1637350293.0
10,0.307519,1637350293.25
11,0.308801,1637350293.5
12,0.304957,1637350293.75
13,0.304957,1637350294.0
14,0.306238,1637350294.25
15,0.310082,1637350294.5
16,0.310082,1637350294.75
17,0.310082,1637350295.0
18,0.304957,1637350295.25
19,0.306238,1637350295.5
20,0.306238,1637350295.75
21,0.308801,1637350296.0
22,0.310082,1637350296.25
23,0.311363,1637350296.5
24,0.307519,1637350296.75
25,0.307519,1637350297.0
26,0.307519,1637350297.25
27,0.312645,1637350297.5
28,0.311363,1637350297.75
29,0.310082,1637350298.0
30,0.306238,1637350298.25
31,0.306238,1637350298.5
32,0.310082,1637350298.75
33,0.313926,1637350299.0
34,0.311363,1637350299.25
35,0.310082,1637350299.5
36,0.312645,1637350299.75
37,0.307519,1637350300.0
38,0.307519,1637350300.25
39,0.307519,1637350300.5
40,0.310082,1637350300.75
41,0.312645,1637350301.0
42,0.312645,1637350301.25
43,0.307519,1637350301.5
44,0.308801,1637350301.75
45,0.308801,1637350302.0
46,0.311363,1637350302.25
47,0.312645,1637350302.5
48,0.315207,1637350302.75
49,0.312645,1637350303.0
50,0.308801,1637350303.25
51,0.306238,1637350303.5
52,0.311363,1637350303.75
53,0.311363,1637350304.0
54,0.312645,1637350304.25
55,0.311363,1637350304.5
56,0.311363,1637350304.75
57,0.308801,1637350305.0
58,0.312645,1637350305.25
59,0.312645,1637350305.5
60,0.313926,1637350305.75
61,0.308801,1637350306.0
62,0.307519,1637350306.25
63,0.311363,1637350306.5
64,0.311363,1637350306.75
65,0.312645,1637350307.0
66,0.302394,1637350307.25
67,0.295987,1637350307.5
68,0.303675,1637350307.75
69,0.302394,1637350308.0
70,0.294706,1637350308.25
71,0.287018,1637350308.5
72,0.293425,1637350308.75
73,0.290862,1637350309.0
74,0.297269,1637350309.25
75,0.297269,1637350309.5
76,0.295987,1637350309.75
77,0.292143,1637350310.0
78,0.292143,1637350310.25
79,0.294706,1637350310.5
80,0.297269,1637350310.75
81,0.29855,1637350311.0
82,0.299831,1637350311.25
83,0.293425,1637350311.5
84,0.278049,1637350311.75
85,0.27933,1637350312.0
86,0.280611,1637350312.25
87,0.27933,1637350312.5
88,0.283174,1637350312.75
89,0.287018,1637350313.0
90,0.284455,1637350313.25
91,0.287018,1637350313.5
92,0.285737,1637350313.75
93,0.289581,1637350314.0
94,0.280611,1637350314.25
95,0.27933,1637350314.5
96,0.280611,1637350314.75
97,0.287018,1637350315.0
98,0.287018,1637350315.25
99,0.289581,1637350315.5
100,0.284455,1637350315.75
101,0.276767,1637350316.0
102,0.276767,1637350316.25
103,0.276767,1637350316.5
104,0.276767,1637350316.75
105,0.278049,1637350317.0
106,0.278049,1637350317.25
107,0.281893,1637350317.5
108,0.287018,1637350317.75
109,0.289581,1637350318.0
110,0.290862,1637350318.25
111,0.288299,1637350318.5
112,0.288299,1637350318.75
113,0.290862,1637350319.0
114,0.289581,1637350319.25
115,0.290862,1637350319.5
116,0.287018,1637350319.75
117,0.284455,1637350320.0
118,0.285737,1637350320.25
119,0.288299,1637350320.5
120,0.292143,1637350320.75
121,0.289581,1637350321.0
122,0.287018,1637350321.25
123,0.288299,1637350321.5
124,0.292143,1637350321.75
125,0.292143,1637350322.0
126,0.293425,1637350322.25
127,0.288299,1637350322.5
128,0.289581,1637350322.75
129,0.293425,1637350323.0
130,0.293425,1637350323.25
131,0.293425,1637350323.5
132,0.290862,1637350323.75
133,0.289581,1637350324.0
134,0.289581,1637350324.25
135,0.293425,1637350324.5
136,0.297269,1637350324.75
137,0.292143,1637350325.0
138,0.288299,1637350325.25
139,0.287018,1637350325.5
140,0.293425,1637350325.75
141,0.290862,1637350326.0
142,0.293425,1637350326.25
143,0.290862,1637350326.5
144,0.289581,1637350326.75
145,0.289581,1637350327.0
146,0.293425,1637350327.25
147,0.293425,1637350327.5
148,0.293425,1637350327.75
149,0.289581,1637350328.0
150,0.288299,1637350328.25
151,0.292143,1637350328.5
152,0.289581,1637350328.75
153,0.287018,1637350329.0
154,0.281893,1637350329.25
155,0.283174,1637350329.5
156,0.283174,1637350329.75
157,0.283174,1637350330.0
158,0.284455,1637350330.25
159,0.285737,1637350330.5
160,0.285737,1637350330.75
161,0.287018,1637350331.0
162,0.289581,1637350331.25
163,0.290862,1637350331.5
164,0.290862,1637350331.75
165,0.287018,1637350332.0
166,0.287018,1637350332.25
167,0.290862,1637350332.5
168,0.289581,1637350332.75
169,0.290862,1637350333.0
170,0.287018,1637350333.25
171,0.287018,1637350333.5
172,0.284455,1637350333.75
173,0.292143,1637350334.0
174,0.294706,1637350334.25
175,0.294706,1637350334.5
176,0.289581,1637350334.75
177,0.288299,1637350335.0
178,0.292143,1637350335.25
179,0.292143,1637350335.5
180,0.293425,1637350335.75
