,EDA,timestamp
1,0.0,1637701072.0
2,0.112778,1637701072.25
3,0.148661,1637701072.5
4,0.152506,1637701072.75
5,0.148661,1637701073.0
6,0.146098,1637701073.25
7,0.137127,1637701073.5
8,0.13969,1637701073.75
9,0.13969,1637701074.0
10,0.142253,1637701074.25
11,0.143535,1637701074.5
12,0.144817,1637701074.75
13,0.14738,1637701075.0
14,0.149943,1637701075.25
15,0.146098,1637701075.5
16,0.151224,1637701075.75
17,0.152506,1637701076.0
18,0.146098,1637701076.25
19,0.149943,1637701076.5
20,0.14738,1637701076.75
21,0.146098,1637701077.0
22,0.143535,1637701077.25
23,0.13969,1637701077.5
24,0.13969,1637701077.75
25,0.133283,1637701078.0
26,0.134564,1637701078.25
27,0.140972,1637701078.5
28,0.140972,1637701078.75
29,0.13969,1637701079.0
30,0.14738,1637701079.25
31,0.146098,1637701079.5
32,0.140972,1637701079.75
33,0.146098,1637701080.0
34,0.149943,1637701080.25
35,0.148661,1637701080.5
36,0.155069,1637701080.75
37,0.156351,1637701081.0
38,0.156351,1637701081.25
39,0.158914,1637701081.5
40,0.151224,1637701081.75
41,0.152506,1637701082.0
42,0.142253,1637701082.25
43,0.140972,1637701082.5
44,0.146098,1637701082.75
45,0.144817,1637701083.0
46,0.143535,1637701083.25
47,0.142253,1637701083.5
48,0.14738,1637701083.75
49,0.143535,1637701084.0
50,0.138409,1637701084.25
51,0.137127,1637701084.5
52,0.140972,1637701084.75
53,0.151224,1637701085.0
54,0.151224,1637701085.25
55,0.151224,1637701085.5
56,0.152506,1637701085.75
57,0.155069,1637701086.0
58,0.149943,1637701086.25
59,0.149943,1637701086.5
60,0.152506,1637701086.75
61,0.144817,1637701087.0
62,0.143535,1637701087.25
63,0.152506,1637701087.5
64,0.151224,1637701087.75
65,0.153788,1637701088.0
66,0.155069,1637701088.25
67,0.156351,1637701088.5
68,0.155069,1637701088.75
69,0.156351,1637701089.0
70,0.157632,1637701089.25
71,0.160195,1637701089.5
72,0.165322,1637701089.75
73,0.16404,1637701090.0
74,0.16404,1637701090.25
75,0.160195,1637701090.5
76,0.142253,1637701090.75
77,0.158914,1637701091.0
78,0.149943,1637701091.25
79,0.135846,1637701091.5
80,0.137127,1637701091.75
81,0.13969,1637701092.0
82,0.146098,1637701092.25
83,0.14738,1637701092.5
84,0.155069,1637701092.75
85,0.148661,1637701093.0
86,0.152506,1637701093.25
87,0.149943,1637701093.5
88,0.152506,1637701093.75
89,0.152506,1637701094.0
90,0.152506,1637701094.25
91,0.156351,1637701094.5
92,0.157632,1637701094.75
93,0.156351,1637701095.0
94,0.155069,1637701095.25
95,0.148661,1637701095.5
