,TEMP,timestamp
1,32.47,1637666300.0
2,32.47,1637666300.25
3,32.47,1637666300.5
4,32.47,1637666300.75
5,32.47,1637666301.0
6,32.47,1637666301.25
7,32.47,1637666301.5
8,32.47,1637666301.75
9,32.43,1637666302.0
10,32.43,1637666302.25
11,32.43,1637666302.5
12,32.43,1637666302.75
13,32.43,1637666303.0
14,32.43,1637666303.25
15,32.43,1637666303.5
16,32.43,1637666303.75
17,32.39,1637666304.0
18,32.39,1637666304.25
19,32.39,1637666304.5
20,32.39,1637666304.75
21,32.43,1637666305.0
22,32.43,1637666305.25
23,32.43,1637666305.5
24,32.43,1637666305.75
25,32.41,1637666306.0
26,32.41,1637666306.25
27,32.41,1637666306.5
28,32.41,1637666306.75
29,32.45,1637666307.0
30,32.45,1637666307.25
31,32.45,1637666307.5
32,32.45,1637666307.75
33,32.43,1637666308.0
34,32.43,1637666308.25
35,32.43,1637666308.5
36,32.43,1637666308.75
37,32.45,1637666309.0
38,32.45,1637666309.25
39,32.45,1637666309.5
40,32.45,1637666309.75
41,32.47,1637666310.0
42,32.47,1637666310.25
43,32.47,1637666310.5
44,32.47,1637666310.75
45,32.49,1637666311.0
46,32.49,1637666311.25
47,32.49,1637666311.5
48,32.49,1637666311.75
49,32.5,1637666312.0
50,32.5,1637666312.25
51,32.5,1637666312.5
52,32.5,1637666312.75
53,32.55,1637666313.0
54,32.55,1637666313.25
55,32.55,1637666313.5
56,32.55,1637666313.75
57,32.53,1637666314.0
58,32.53,1637666314.25
59,32.53,1637666314.5
60,32.53,1637666314.75
61,32.55,1637666315.0
62,32.55,1637666315.25
63,32.55,1637666315.5
64,32.55,1637666315.75
65,32.57,1637666316.0
66,32.57,1637666316.25
67,32.57,1637666316.5
68,32.57,1637666316.75
69,32.61,1637666317.0
70,32.61,1637666317.25
71,32.61,1637666317.5
72,32.61,1637666317.75
73,32.61,1637666318.0
74,32.61,1637666318.25
75,32.61,1637666318.5
76,32.61,1637666318.75
77,32.63,1637666319.0
78,32.63,1637666319.25
79,32.63,1637666319.5
80,32.63,1637666319.75
81,32.63,1637666320.0
82,32.63,1637666320.25
83,32.63,1637666320.5
84,32.63,1637666320.75
85,32.65,1637666321.0
86,32.65,1637666321.25
87,32.65,1637666321.5
88,32.65,1637666321.75
89,32.65,1637666322.0
90,32.65,1637666322.25
91,32.65,1637666322.5
92,32.65,1637666322.75
93,32.65,1637666323.0
94,32.65,1637666323.25
95,32.65,1637666323.5
96,32.65,1637666323.75
97,32.66,1637666324.0
