,BVP,timestamp
1,-0.0,1638871239.0
2,-0.0,1638871239.015625
3,-0.0,1638871239.03125
4,-0.0,1638871239.046875
5,-0.0,1638871239.0625
6,-0.0,1638871239.078125
7,-0.0,1638871239.09375
8,-0.0,1638871239.109375
9,-0.0,1638871239.125
10,-0.0,1638871239.140625
11,0.0,1638871239.15625
12,0.01,1638871239.171875
13,0.01,1638871239.1875
14,-0.0,1638871239.203125
15,-0.03,1638871239.21875
16,-0.05,1638871239.234375
17,-0.05,1638871239.25
18,0.0,1638871239.265625
19,0.13,1638871239.28125
20,0.36,1638871239.296875
21,0.66,1638871239.3125
22,1.01,1638871239.328125
23,1.37,1638871239.34375
24,1.72,1638871239.359375
25,2.06,1638871239.375
26,2.4,1638871239.390625
27,2.79,1638871239.40625
28,3.24,1638871239.421875
29,3.8,1638871239.4375
30,4.42,1638871239.453125
31,5.06,1638871239.46875
32,5.66,1638871239.484375
33,6.2,1638871239.5
34,6.68,1638871239.515625
35,7.15,1638871239.53125
36,7.68,1638871239.546875
37,8.31,1638871239.5625
38,9.14,1638871239.578125
39,10.09,1638871239.59375
40,11.04,1638871239.609375
41,11.88,1638871239.625
42,12.56,1638871239.640625
43,13.14,1638871239.65625
44,13.76,1638871239.671875
45,14.65,1638871239.6875
46,15.96,1638871239.703125
47,17.91,1638871239.71875
48,20.32,1638871239.734375
49,22.9,1638871239.75
50,25.38,1638871239.765625
51,27.58,1638871239.78125
52,29.57,1638871239.796875
53,31.68,1638871239.8125
54,34.32,1638871239.828125
55,37.81,1638871239.84375
56,42.54,1638871239.859375
57,48.15,1638871239.875
58,54.1,1638871239.890625
59,59.83,1638871239.90625
60,64.97,1638871239.921875
61,69.58,1638871239.9375
62,74.14,1638871239.953125
63,79.34,1638871239.96875
64,85.71,1638871239.984375
65,93.76,1638871240.0
66,103.0,1638871240.015625
67,112.62,1638871240.03125
68,121.73,1638871240.046875
69,129.77,1638871240.0625
70,136.75,1638871240.078125
71,143.3,1638871240.09375
72,150.75,1638871240.109375
73,157.77,1638871240.125
74,166.64,1638871240.140625
75,177.95,1638871240.15625
76,191.79,1638871240.171875
77,206.97,1638871240.1875
78,220.57,1638871240.203125
79,228.25,1638871240.21875
80,225.36,1638871240.234375
81,208.53,1638871240.25
82,176.87,1638871240.265625
83,132.76,1638871240.28125
84,80.05,1638871240.296875
85,23.07,1638871240.3125
86,-34.94,1638871240.328125
87,-92.44,1638871240.34375
88,-149.16,1638871240.359375
89,-205.23,1638871240.375
90,-260.37,1638871240.390625
91,-313.74,1638871240.40625
92,-363.87,1638871240.421875
93,-409.83,1638871240.4375
94,-450.91,1638871240.453125
95,-486.5,1638871240.46875
96,-515.74,1638871240.484375
97,-537.23,1638871240.5
98,-549.22,1638871240.515625
99,-549.96,1638871240.53125
100,-538.37,1638871240.546875
101,-514.21,1638871240.5625
102,-478.67,1638871240.578125
103,-433.88,1638871240.59375
104,-382.45,1638871240.609375
105,-327.02,1638871240.625
106,-269.84,1638871240.640625
107,-212.63,1638871240.65625
108,-156.66,1638871240.671875
109,-102.95,1638871240.6875
110,-52.37,1638871240.703125
111,-5.9,1638871240.71875
112,35.58,1638871240.734375
113,71.43,1638871240.75
114,101.35,1638871240.765625
115,125.5,1638871240.78125
116,144.38,1638871240.796875
117,158.69,1638871240.8125
118,169.15,1638871240.828125
119,176.37,1638871240.84375
120,180.75,1638871240.859375
121,182.57,1638871240.875
122,182.07,1638871240.890625
123,179.51,1638871240.90625
124,175.23,1638871240.921875
125,169.65,1638871240.9375
126,163.18,1638871240.953125
127,156.15,1638871240.96875
128,148.81,1638871240.984375
129,141.3,1638871241.0
130,133.69,1638871241.015625
131,126.02,1638871241.03125
132,118.33,1638871241.046875
133,110.69,1638871241.0625
134,103.16,1638871241.078125
135,95.8,1638871241.09375
136,88.68,1638871241.109375
137,81.83,1638871241.125
138,75.25,1638871241.140625
139,68.95,1638871241.15625
140,62.95,1638871241.171875
141,57.25,1638871241.1875
142,51.86,1638871241.203125
143,46.78,1638871241.21875
144,42.03,1638871241.234375
145,37.59,1638871241.25
146,33.45,1638871241.265625
147,29.61,1638871241.28125
148,26.07,1638871241.296875
149,22.81,1638871241.3125
150,19.83,1638871241.328125
151,17.11,1638871241.34375
152,14.67,1638871241.359375
153,12.48,1638871241.375
154,10.54,1638871241.390625
155,8.83,1638871241.40625
156,7.35,1638871241.421875
157,6.07,1638871241.4375
158,4.97,1638871241.453125
159,4.05,1638871241.46875
160,3.27,1638871241.484375
161,2.62,1638871241.5
162,2.09,1638871241.515625
163,1.65,1638871241.53125
164,1.3,1638871241.546875
165,1.01,1638871241.5625
166,0.79,1638871241.578125
167,0.61,1638871241.59375
168,0.48,1638871241.609375
169,0.38,1638871241.625
170,0.31,1638871241.640625
171,0.26,1638871241.65625
172,0.23,1638871241.671875
173,0.21,1638871241.6875
174,0.21,1638871241.703125
175,0.22,1638871241.71875
176,0.24,1638871241.734375
177,0.27,1638871241.75
178,0.3,1638871241.765625
179,0.34,1638871241.78125
180,0.38,1638871241.796875
181,0.43,1638871241.8125
182,0.47,1638871241.828125
183,0.52,1638871241.84375
184,0.56,1638871241.859375
185,0.62,1638871241.875
186,0.67,1638871241.890625
187,0.73,1638871241.90625
188,0.79,1638871241.921875
189,0.85,1638871241.9375
190,0.93,1638871241.953125
191,1.0,1638871241.96875
192,1.09,1638871241.984375
193,1.19,1638871242.0
194,1.3,1638871242.015625
195,1.42,1638871242.03125
196,1.55,1638871242.046875
197,1.71,1638871242.0625
198,1.88,1638871242.078125
199,2.07,1638871242.09375
200,2.28,1638871242.109375
201,2.52,1638871242.125
202,2.78,1638871242.140625
203,3.07,1638871242.15625
204,3.38,1638871242.171875
205,3.73,1638871242.1875
206,4.11,1638871242.203125
207,4.53,1638871242.21875
208,4.98,1638871242.234375
209,5.47,1638871242.25
210,5.99,1638871242.265625
211,6.56,1638871242.28125
212,7.17,1638871242.296875
213,7.82,1638871242.3125
214,8.52,1638871242.328125
215,9.26,1638871242.34375
216,10.04,1638871242.359375
217,10.87,1638871242.375
218,11.75,1638871242.390625
219,12.67,1638871242.40625
220,13.64,1638871242.421875
221,14.67,1638871242.4375
222,15.76,1638871242.453125
223,16.92,1638871242.46875
224,18.13,1638871242.484375
225,19.4,1638871242.5
226,20.7,1638871242.515625
227,21.98,1638871242.53125
228,23.18,1638871242.546875
229,24.21,1638871242.5625
230,24.96,1638871242.578125
231,25.29,1638871242.59375
232,25.1,1638871242.609375
233,24.25,1638871242.625
234,22.7,1638871242.640625
235,20.39,1638871242.65625
236,17.36,1638871242.671875
237,13.66,1638871242.6875
238,9.45,1638871242.703125
239,4.9,1638871242.71875
240,0.21,1638871242.734375
241,-4.38,1638871242.75
242,-8.65,1638871242.765625
243,-12.41,1638871242.78125
