,TEMP,timestamp
1,31.61,1637323785.0
2,31.61,1637323785.25
3,31.61,1637323785.5
4,31.61,1637323785.75
5,31.61,1637323786.0
6,31.61,1637323786.25
7,31.61,1637323786.5
8,31.61,1637323786.75
9,31.63,1637323787.0
10,31.63,1637323787.25
11,31.63,1637323787.5
12,31.63,1637323787.75
13,31.61,1637323788.0
14,31.61,1637323788.25
15,31.61,1637323788.5
16,31.61,1637323788.75
17,31.61,1637323789.0
18,31.61,1637323789.25
19,31.61,1637323789.5
20,31.61,1637323789.75
21,31.61,1637323790.0
22,31.61,1637323790.25
23,31.61,1637323790.5
24,31.61,1637323790.75
25,31.61,1637323791.0
26,31.61,1637323791.25
27,31.61,1637323791.5
28,31.61,1637323791.75
29,31.63,1637323792.0
30,31.63,1637323792.25
31,31.63,1637323792.5
32,31.63,1637323792.75
33,31.65,1637323793.0
34,31.65,1637323793.25
35,31.65,1637323793.5
36,31.65,1637323793.75
37,31.61,1637323794.0
38,31.61,1637323794.25
39,31.61,1637323794.5
40,31.61,1637323794.75
41,31.65,1637323795.0
42,31.65,1637323795.25
43,31.65,1637323795.5
44,31.65,1637323795.75
45,31.63,1637323796.0
46,31.63,1637323796.25
47,31.63,1637323796.5
48,31.63,1637323796.75
49,31.67,1637323797.0
50,31.67,1637323797.25
51,31.67,1637323797.5
52,31.67,1637323797.75
53,31.69,1637323798.0
54,31.69,1637323798.25
55,31.69,1637323798.5
56,31.69,1637323798.75
57,31.69,1637323799.0
58,31.69,1637323799.25
59,31.69,1637323799.5
60,31.69,1637323799.75
61,31.67,1637323800.0
62,31.67,1637323800.25
63,31.67,1637323800.5
64,31.67,1637323800.75
65,31.69,1637323801.0
66,31.69,1637323801.25
67,31.69,1637323801.5
68,31.69,1637323801.75
69,31.69,1637323802.0
70,31.69,1637323802.25
71,31.69,1637323802.5
72,31.69,1637323802.75
73,31.71,1637323803.0
74,31.71,1637323803.25
75,31.71,1637323803.5
76,31.71,1637323803.75
77,31.71,1637323804.0
78,31.71,1637323804.25
79,31.71,1637323804.5
80,31.71,1637323804.75
81,31.73,1637323805.0
82,31.73,1637323805.25
83,31.73,1637323805.5
84,31.73,1637323805.75
85,31.71,1637323806.0
86,31.71,1637323806.25
87,31.71,1637323806.5
88,31.71,1637323806.75
89,31.71,1637323807.0
90,31.71,1637323807.25
91,31.71,1637323807.5
92,31.71,1637323807.75
93,31.71,1637323808.0
94,31.71,1637323808.25
95,31.71,1637323808.5
96,31.71,1637323808.75
97,31.73,1637323809.0
98,31.73,1637323809.25
99,31.73,1637323809.5
100,31.73,1637323809.75
101,31.71,1637323810.0
102,31.71,1637323810.25
103,31.71,1637323810.5
104,31.71,1637323810.75
105,31.69,1637323811.0
106,31.69,1637323811.25
107,31.69,1637323811.5
108,31.69,1637323811.75
109,31.73,1637323812.0
110,31.73,1637323812.25
111,31.73,1637323812.5
112,31.73,1637323812.75
113,31.73,1637323813.0
114,31.73,1637323813.25
115,31.73,1637323813.5
116,31.73,1637323813.75
117,31.71,1637323814.0
118,31.71,1637323814.25
119,31.71,1637323814.5
120,31.71,1637323814.75
121,31.73,1637323815.0
122,31.73,1637323815.25
123,31.73,1637323815.5
124,31.73,1637323815.75
125,31.75,1637323816.0
126,31.75,1637323816.25
