,EDA,timestamp
1,0.0,1637421546.0
2,0.093554,1637421546.25
3,0.126875,1637421546.5
4,0.135846,1637421546.75
5,0.135846,1637421547.0
6,0.137127,1637421547.25
7,0.132001,1637421547.5
8,0.137127,1637421547.75
9,0.137127,1637421548.0
10,0.135846,1637421548.25
11,0.134564,1637421548.5
12,0.134564,1637421548.75
13,0.135846,1637421549.0
14,0.134564,1637421549.25
15,0.134564,1637421549.5
16,0.135846,1637421549.75
17,0.135846,1637421550.0
18,0.134564,1637421550.25
19,0.13969,1637421550.5
20,0.13969,1637421550.75
21,0.137127,1637421551.0
22,0.137127,1637421551.25
23,0.138409,1637421551.5
24,0.138409,1637421551.75
25,0.138409,1637421552.0
26,0.137127,1637421552.25
27,0.134564,1637421552.5
28,0.133283,1637421552.75
29,0.132001,1637421553.0
30,0.134564,1637421553.25
31,0.134564,1637421553.5
32,0.134564,1637421553.75
33,0.137127,1637421554.0
34,0.138409,1637421554.25
35,0.138409,1637421554.5
36,0.138409,1637421554.75
37,0.13969,1637421555.0
38,0.13969,1637421555.25
39,0.13969,1637421555.5
40,0.133283,1637421555.75
41,0.135846,1637421556.0
42,0.133283,1637421556.25
43,0.135846,1637421556.5
44,0.137127,1637421556.75
45,0.135846,1637421557.0
46,0.138409,1637421557.25
47,0.13969,1637421557.5
48,0.13969,1637421557.75
49,0.13969,1637421558.0
50,0.13969,1637421558.25
51,0.13969,1637421558.5
52,0.140972,1637421558.75
53,0.135846,1637421559.0
54,0.137127,1637421559.25
55,0.138409,1637421559.5
56,0.137127,1637421559.75
57,0.137127,1637421560.0
58,0.137127,1637421560.25
59,0.140972,1637421560.5
60,0.13969,1637421560.75
61,0.140972,1637421561.0
62,0.13969,1637421561.25
63,0.142253,1637421561.5
64,0.142253,1637421561.75
65,0.142253,1637421562.0
66,0.137127,1637421562.25
67,0.137127,1637421562.5
68,0.137127,1637421562.75
69,0.138409,1637421563.0
70,0.138409,1637421563.25
71,0.138409,1637421563.5
72,0.138409,1637421563.75
73,0.135846,1637421564.0
74,0.140972,1637421564.25
75,0.13969,1637421564.5
76,0.140972,1637421564.75
77,0.142253,1637421565.0
78,0.142253,1637421565.25
79,0.142253,1637421565.5
80,0.143535,1637421565.75
81,0.143535,1637421566.0
82,0.140972,1637421566.25
83,0.13969,1637421566.5
84,0.138409,1637421566.75
85,0.13969,1637421567.0
86,0.13969,1637421567.25
87,0.13969,1637421567.5
88,0.142253,1637421567.75
89,0.144817,1637421568.0
90,0.143535,1637421568.25
91,0.142253,1637421568.5
92,0.142253,1637421568.75
93,0.144817,1637421569.0
94,0.143535,1637421569.25
95,0.142253,1637421569.5
96,0.143535,1637421569.75
97,0.13969,1637421570.0
98,0.13969,1637421570.25
99,0.140972,1637421570.5
