,HR,timestamp
1,59.0,1637349361.0
2,59.5,1637349362.0
3,59.0,1637349363.0
4,59.5,1637349364.0
5,60.2,1637349365.0
6,61.17,1637349366.0
7,62.14,1637349367.0
8,63.0,1637349368.0
9,63.89,1637349369.0
10,64.7,1637349370.0
11,65.36,1637349371.0
12,65.83,1637349372.0
13,66.23,1637349373.0
14,66.5,1637349374.0
15,66.73,1637349375.0
16,66.88,1637349376.0
17,67.0,1637349377.0
18,67.06,1637349378.0
19,67.05,1637349379.0
20,67.0,1637349380.0
21,66.95,1637349381.0
22,66.86,1637349382.0
23,66.78,1637349383.0
24,66.71,1637349384.0
25,66.68,1637349385.0
26,66.65,1637349386.0
27,66.67,1637349387.0
28,66.68,1637349388.0
29,66.72,1637349389.0
30,66.77,1637349390.0
31,66.81,1637349391.0
32,66.84,1637349392.0
33,66.85,1637349393.0
34,66.85,1637349394.0
35,66.86,1637349395.0
36,66.86,1637349396.0
37,66.86,1637349397.0
38,66.87,1637349398.0
39,66.87,1637349399.0
40,66.9,1637349400.0
41,66.93,1637349401.0
42,66.98,1637349402.0
43,67.02,1637349403.0
44,67.07,1637349404.0
45,67.11,1637349405.0
46,67.15,1637349406.0
47,67.19,1637349407.0
48,67.23,1637349408.0
49,67.27,1637349409.0
50,67.3,1637349410.0
51,67.31,1637349411.0
52,67.35,1637349412.0
53,67.38,1637349413.0
54,67.41,1637349414.0
55,67.44,1637349415.0
56,67.48,1637349416.0
57,67.51,1637349417.0
58,67.53,1637349418.0
59,67.56,1637349419.0
60,67.58,1637349420.0
61,67.77,1637349421.0
62,67.95,1637349422.0
63,68.17,1637349423.0
64,68.35,1637349424.0
65,68.53,1637349425.0
66,68.68,1637349426.0
67,68.8,1637349427.0
68,68.9,1637349428.0
69,68.97,1637349429.0
70,69.03,1637349430.0
71,69.12,1637349431.0
72,69.23,1637349432.0
73,69.37,1637349433.0
74,69.53,1637349434.0
75,69.73,1637349435.0
76,69.97,1637349436.0
77,70.23,1637349437.0
78,70.52,1637349438.0
79,70.82,1637349439.0
80,71.13,1637349440.0
81,71.45,1637349441.0
82,71.77,1637349442.0
83,72.05,1637349443.0
84,72.32,1637349444.0
85,72.53,1637349445.0
86,72.73,1637349446.0
87,72.9,1637349447.0
88,73.07,1637349448.0
89,73.2,1637349449.0
90,73.32,1637349450.0
91,73.43,1637349451.0
92,73.53,1637349452.0
93,73.65,1637349453.0
94,73.75,1637349454.0
95,73.85,1637349455.0
96,73.95,1637349456.0
97,74.07,1637349457.0
98,74.18,1637349458.0
99,74.3,1637349459.0
100,74.38,1637349460.0
101,74.43,1637349461.0
102,74.45,1637349462.0
103,74.42,1637349463.0
104,74.38,1637349464.0
105,74.37,1637349465.0
106,74.37,1637349466.0
107,74.38,1637349467.0
108,74.48,1637349468.0
109,74.53,1637349469.0
110,74.62,1637349470.0
111,74.73,1637349471.0
112,74.83,1637349472.0
113,74.9,1637349473.0
114,74.98,1637349474.0
115,75.08,1637349475.0
116,75.17,1637349476.0
117,75.25,1637349477.0
118,75.35,1637349478.0
119,75.42,1637349479.0
120,75.43,1637349480.0
121,75.4,1637349481.0
122,75.38,1637349482.0
123,75.38,1637349483.0
124,75.37,1637349484.0
125,75.35,1637349485.0
126,75.35,1637349486.0
127,75.35,1637349487.0
128,75.32,1637349488.0
129,75.33,1637349489.0
130,75.32,1637349490.0
131,75.32,1637349491.0
132,75.28,1637349492.0
133,75.27,1637349493.0
134,75.23,1637349494.0
135,75.15,1637349495.0
136,75.05,1637349496.0
137,74.88,1637349497.0
138,74.72,1637349498.0
139,74.55,1637349499.0
140,74.38,1637349500.0
141,74.22,1637349501.0
142,74.08,1637349502.0
143,73.97,1637349503.0
144,73.87,1637349504.0
145,73.8,1637349505.0
146,73.75,1637349506.0
147,73.72,1637349507.0
148,73.7,1637349508.0
149,73.7,1637349509.0
150,73.7,1637349510.0
151,73.7,1637349511.0
152,73.72,1637349512.0
153,73.73,1637349513.0
154,73.77,1637349514.0
155,73.73,1637349515.0
156,73.7,1637349516.0
157,73.65,1637349517.0
158,73.62,1637349518.0
159,73.58,1637349519.0
160,73.58,1637349520.0
161,73.65,1637349521.0
162,73.73,1637349522.0
163,73.87,1637349523.0
164,74.02,1637349524.0
165,74.13,1637349525.0
166,74.23,1637349526.0
167,74.32,1637349527.0
168,74.3,1637349528.0
169,74.33,1637349529.0
170,74.32,1637349530.0
171,74.27,1637349531.0
172,74.23,1637349532.0
173,74.23,1637349533.0
174,74.23,1637349534.0
175,74.23,1637349535.0
176,74.18,1637349536.0
177,74.17,1637349537.0
178,74.08,1637349538.0
179,74.02,1637349539.0
180,74.1,1637349540.0
181,74.22,1637349541.0
182,74.6,1637349542.0
183,74.98,1637349543.0
184,75.33,1637349544.0
185,75.67,1637349545.0
186,75.93,1637349546.0
187,76.2,1637349547.0
