,TEMP,timestamp
1,29.87,1637707943.0
2,29.87,1637707943.25
3,29.87,1637707943.5
4,29.87,1637707943.75
5,29.87,1637707944.0
6,29.87,1637707944.25
7,29.87,1637707944.5
8,29.87,1637707944.75
9,29.83,1637707945.0
10,29.83,1637707945.25
11,29.83,1637707945.5
12,29.83,1637707945.75
13,29.85,1637707946.0
14,29.85,1637707946.25
15,29.85,1637707946.5
16,29.85,1637707946.75
17,29.87,1637707947.0
18,29.87,1637707947.25
19,29.87,1637707947.5
20,29.87,1637707947.75
21,29.89,1637707948.0
22,29.89,1637707948.25
23,29.89,1637707948.5
24,29.89,1637707948.75
25,29.91,1637707949.0
26,29.91,1637707949.25
27,29.91,1637707949.5
28,29.91,1637707949.75
29,29.93,1637707950.0
30,29.93,1637707950.25
31,29.93,1637707950.5
32,29.93,1637707950.75
33,29.93,1637707951.0
34,29.93,1637707951.25
35,29.93,1637707951.5
36,29.93,1637707951.75
37,29.95,1637707952.0
38,29.95,1637707952.25
39,29.95,1637707952.5
40,29.95,1637707952.75
41,29.97,1637707953.0
42,29.97,1637707953.25
43,29.97,1637707953.5
44,29.97,1637707953.75
45,29.99,1637707954.0
46,29.99,1637707954.25
47,29.99,1637707954.5
48,29.99,1637707954.75
49,30.03,1637707955.0
50,30.03,1637707955.25
51,30.03,1637707955.5
52,30.03,1637707955.75
53,30.03,1637707956.0
54,30.03,1637707956.25
55,30.03,1637707956.5
56,30.03,1637707956.75
57,30.07,1637707957.0
58,30.07,1637707957.25
59,30.07,1637707957.5
60,30.07,1637707957.75
61,30.07,1637707958.0
62,30.07,1637707958.25
63,30.07,1637707958.5
64,30.07,1637707958.75
65,30.05,1637707959.0
66,30.05,1637707959.25
67,30.05,1637707959.5
68,30.05,1637707959.75
69,30.11,1637707960.0
70,30.11,1637707960.25
71,30.11,1637707960.5
72,30.11,1637707960.75
73,30.13,1637707961.0
74,30.13,1637707961.25
75,30.13,1637707961.5
76,30.13,1637707961.75
77,30.17,1637707962.0
78,30.17,1637707962.25
79,30.17,1637707962.5
80,30.17,1637707962.75
81,30.17,1637707963.0
82,30.17,1637707963.25
83,30.17,1637707963.5
84,30.17,1637707963.75
85,30.17,1637707964.0
86,30.17,1637707964.25
87,30.17,1637707964.5
88,30.17,1637707964.75
89,30.15,1637707965.0
90,30.15,1637707965.25
91,30.15,1637707965.5
92,30.15,1637707965.75
93,30.19,1637707966.0
94,30.19,1637707966.25
95,30.19,1637707966.5
96,30.19,1637707966.75
97,30.19,1637707967.0
98,30.19,1637707967.25
99,30.19,1637707967.5
100,30.19,1637707967.75
101,30.21,1637707968.0
102,30.21,1637707968.25
103,30.21,1637707968.5
104,30.21,1637707968.75
105,30.21,1637707969.0
106,30.21,1637707969.25
107,30.21,1637707969.5
108,30.21,1637707969.75
109,30.21,1637707970.0
110,30.21,1637707970.25
111,30.21,1637707970.5
112,30.21,1637707970.75
113,30.21,1637707971.0
114,30.21,1637707971.25
115,30.21,1637707971.5
116,30.21,1637707971.75
117,30.23,1637707972.0
118,30.23,1637707972.25
119,30.23,1637707972.5
120,30.23,1637707972.75
121,30.23,1637707973.0
122,30.23,1637707973.25
123,30.23,1637707973.5
124,30.23,1637707973.75
125,30.25,1637707974.0
126,30.25,1637707974.25
127,30.25,1637707974.5
128,30.25,1637707974.75
129,30.27,1637707975.0
130,30.27,1637707975.25
131,30.27,1637707975.5
132,30.27,1637707975.75
133,30.29,1637707976.0
134,30.29,1637707976.25
135,30.29,1637707976.5
136,30.29,1637707976.75
137,30.31,1637707977.0
138,30.31,1637707977.25
139,30.31,1637707977.5
140,30.31,1637707977.75
141,30.31,1637707978.0
142,30.31,1637707978.25
143,30.31,1637707978.5
144,30.31,1637707978.75
145,30.29,1637707979.0
146,30.29,1637707979.25
147,30.29,1637707979.5
148,30.29,1637707979.75
149,30.31,1637707980.0
150,30.31,1637707980.25
151,30.31,1637707980.5
152,30.31,1637707980.75
153,30.29,1637707981.0
154,30.29,1637707981.25
155,30.29,1637707981.5
156,30.29,1637707981.75
157,30.31,1637707982.0
158,30.31,1637707982.25
159,30.31,1637707982.5
160,30.31,1637707982.75
161,30.33,1637707983.0
162,30.33,1637707983.25
163,30.33,1637707983.5
164,30.33,1637707983.75
165,30.31,1637707984.0
166,30.31,1637707984.25
167,30.31,1637707984.5
168,30.31,1637707984.75
169,30.35,1637707985.0
170,30.35,1637707985.25
171,30.35,1637707985.5
172,30.35,1637707985.75
173,30.33,1637707986.0
174,30.33,1637707986.25
175,30.33,1637707986.5
176,30.33,1637707986.75
177,30.35,1637707987.0
178,30.35,1637707987.25
179,30.35,1637707987.5
180,30.35,1637707987.75
181,30.35,1637707988.0
182,30.35,1637707988.25
183,30.35,1637707988.5
184,30.35,1637707988.75
185,30.35,1637707989.0
186,30.35,1637707989.25
187,30.35,1637707989.5
188,30.35,1637707989.75
189,30.35,1637707990.0
190,30.35,1637707990.25
191,30.35,1637707990.5
192,30.35,1637707990.75
193,30.37,1637707991.0
194,30.37,1637707991.25
195,30.37,1637707991.5
196,30.37,1637707991.75
197,30.37,1637707992.0
198,30.37,1637707992.25
199,30.37,1637707992.5
200,30.37,1637707992.75
201,30.37,1637707993.0
202,30.37,1637707993.25
203,30.37,1637707993.5
204,30.37,1637707993.75
205,30.41,1637707994.0
206,30.41,1637707994.25
207,30.41,1637707994.5
208,30.41,1637707994.75
209,30.41,1637707995.0
210,30.41,1637707995.25
211,30.41,1637707995.5
212,30.41,1637707995.75
213,30.41,1637707996.0
214,30.41,1637707996.25
215,30.41,1637707996.5
216,30.41,1637707996.75
217,30.41,1637707997.0
218,30.41,1637707997.25
219,30.41,1637707997.5
220,30.41,1637707997.75
221,30.41,1637707998.0
222,30.41,1637707998.25
223,30.41,1637707998.5
224,30.41,1637707998.75
225,30.43,1637707999.0
226,30.43,1637707999.25
227,30.43,1637707999.5
228,30.43,1637707999.75
229,30.39,1637708000.0
230,30.39,1637708000.25
231,30.39,1637708000.5
232,30.39,1637708000.75
233,30.43,1637708001.0
234,30.43,1637708001.25
235,30.43,1637708001.5
236,30.43,1637708001.75
237,30.41,1637708002.0
238,30.41,1637708002.25
239,30.41,1637708002.5
240,30.41,1637708002.75
241,30.41,1637708003.0
242,30.41,1637708003.25
243,30.41,1637708003.5
244,30.41,1637708003.75
245,30.45,1637708004.0
246,30.45,1637708004.25
247,30.45,1637708004.5
248,30.45,1637708004.75
249,30.41,1637708005.0
250,30.41,1637708005.25
251,30.41,1637708005.5
252,30.41,1637708005.75
253,30.45,1637708006.0
254,30.45,1637708006.25
255,30.45,1637708006.5
256,30.45,1637708006.75
257,30.43,1637708007.0
258,30.43,1637708007.25
259,30.43,1637708007.5
260,30.43,1637708007.75
261,30.43,1637708008.0
262,30.43,1637708008.25
263,30.43,1637708008.5
264,30.43,1637708008.75
265,30.47,1637708009.0
266,30.47,1637708009.25
267,30.47,1637708009.5
268,30.47,1637708009.75
269,30.47,1637708010.0
270,30.47,1637708010.25
271,30.47,1637708010.5
272,30.47,1637708010.75
273,30.47,1637708011.0
274,30.47,1637708011.25
275,30.47,1637708011.5
276,30.47,1637708011.75
277,30.43,1637708012.0
278,30.43,1637708012.25
279,30.43,1637708012.5
280,30.43,1637708012.75
