,EDA,timestamp
1,0.0,1637707943.0
2,0.088428,1637707943.25
3,0.128156,1637707943.5
4,0.134564,1637707943.75
5,0.128156,1637707944.0
6,0.128156,1637707944.25
7,0.132001,1637707944.5
8,0.134564,1637707944.75
9,0.126875,1637707945.0
10,0.130719,1637707945.25
11,0.130719,1637707945.5
12,0.129438,1637707945.75
13,0.128156,1637707946.0
14,0.135846,1637707946.25
15,0.138409,1637707946.5
16,0.137127,1637707946.75
17,0.143535,1637707947.0
18,0.13969,1637707947.25
19,0.146098,1637707947.5
20,0.144817,1637707947.75
21,0.146098,1637707948.0
22,0.144817,1637707948.25
23,0.144817,1637707948.5
24,0.146098,1637707948.75
25,0.146098,1637707949.0
26,0.146098,1637707949.25
27,0.146098,1637707949.5
28,0.146098,1637707949.75
29,0.14738,1637707950.0
30,0.149943,1637707950.25
31,0.149943,1637707950.5
32,0.151224,1637707950.75
33,0.151224,1637707951.0
34,0.151224,1637707951.25
35,0.151224,1637707951.5
36,0.151224,1637707951.75
37,0.151224,1637707952.0
38,0.152506,1637707952.25
39,0.152506,1637707952.5
40,0.151224,1637707952.75
41,0.153788,1637707953.0
42,0.152506,1637707953.25
43,0.152506,1637707953.5
44,0.149943,1637707953.75
45,0.149943,1637707954.0
46,0.149943,1637707954.25
47,0.149943,1637707954.5
48,0.149943,1637707954.75
49,0.151224,1637707955.0
50,0.151224,1637707955.25
51,0.149943,1637707955.5
52,0.151224,1637707955.75
53,0.156351,1637707956.0
54,0.155069,1637707956.25
55,0.155069,1637707956.5
56,0.156351,1637707956.75
57,0.155069,1637707957.0
58,0.156351,1637707957.25
59,0.157632,1637707957.5
60,0.156351,1637707957.75
61,0.157632,1637707958.0
62,0.162758,1637707958.25
63,0.167885,1637707958.5
64,0.170448,1637707958.75
65,0.170448,1637707959.0
66,0.166603,1637707959.25
67,0.167885,1637707959.5
68,0.167885,1637707959.75
69,0.167885,1637707960.0
70,0.167885,1637707960.25
71,0.167885,1637707960.5
72,0.167885,1637707960.75
73,0.166603,1637707961.0
74,0.167885,1637707961.25
75,0.16404,1637707961.5
76,0.167885,1637707961.75
77,0.169166,1637707962.0
78,0.166603,1637707962.25
79,0.165322,1637707962.5
80,0.165322,1637707962.75
81,0.165322,1637707963.0
82,0.165322,1637707963.25
83,0.166603,1637707963.5
84,0.166603,1637707963.75
85,0.167885,1637707964.0
86,0.169166,1637707964.25
87,0.167885,1637707964.5
88,0.167885,1637707964.75
89,0.16404,1637707965.0
90,0.165322,1637707965.25
91,0.165322,1637707965.5
92,0.167885,1637707965.75
93,0.167885,1637707966.0
94,0.166603,1637707966.25
95,0.16404,1637707966.5
96,0.167885,1637707966.75
97,0.166603,1637707967.0
98,0.169166,1637707967.25
99,0.169166,1637707967.5
100,0.170448,1637707967.75
101,0.171729,1637707968.0
102,0.171729,1637707968.25
103,0.173011,1637707968.5
104,0.171729,1637707968.75
105,0.171729,1637707969.0
106,0.165322,1637707969.25
107,0.167885,1637707969.5
108,0.166603,1637707969.75
109,0.170448,1637707970.0
110,0.169166,1637707970.25
111,0.169166,1637707970.5
112,0.169166,1637707970.75
113,0.170448,1637707971.0
